Rank,Player,Age,Position,Team,G60,A60,PTS60,PlusMinus,PIM,PS,EV,PP,SH,GW,EVA,PPA,SHA,S60,Sper,AveTOI,BLKperGame,HITperGame,CF60,CA60,CFp,CFp rel,FF60,FA60,FFp,FFp rel,oiSHp,oiSVp,PDO,oZSp,dZSp,SAtt60,TK60,GV60,Thru
203,Andrew Cogliano,29,LW,ANA,0.7735697019,0.918614021,1.6921837228,11,26,4.2,13,0,3,2,18,0,1,8.6059629331,9,15.13,0.3292682927,0.9268292683,54.585012087,46.655922643,53.9,6,41.531023368,34.907332796,54.3,6.1,7.1,92.8,99.8,44.4,55.6,14.165995165,0.918614021,1.2570507655,61.1
204,Mark Letestu,31,C,EDM,0.8640864086,1.0261026103,1.8901890189,-2,17,3.7,3,11,2,6,15,3,1,6.4806480648,13.3,14.24,0.4358974359,0.9102564103,32.943294329,39.639963996,45.4,-5.7,23.97839784,28.136813681,46,-6,8.5,91.8,100.3,34.9,65.1,12.04320432,1.296129613,1.296129613,54.3
205,Brian Gionta,38,RW,BUF,0.6607929515,0.8810572687,1.5418502203,-11,22,3,11,3,1,3,15,4,1,6.563876652,10.1,16.61,0.3658536585,0.6585365854,39.691629956,48.766519824,44.9,-3.3,30.528634361,37.004405286,45.2,-2.9,6.5,92.6,99.1,39.3,60.7,10.704845815,1.2334801762,1.1453744493,61.3
206,Andre Burakovsky,21,LW,WSH,0.8480565371,1.6254416961,2.4734982332,13,14,4.1,10,2,0,1,20,3,0,7.8445229682,10.8,13.27,0.390625,0.484375,56.819787986,46.148409894,55.2,5.5,39.293286219,36.183745583,52.1,1.9,8.9,93.8,102.8,57.6,42.4,15.689045936,2.332155477,2.332155477,50
207,Colin Wilson,27,LW,NSH,0.6876790831,1.3180515759,2.005730659,7,18,3.8,6,6,0,0,22,1,0,6.4756446991,10.6,14.96,0.3285714286,0.7142857143,52.320916905,46.303724928,53.1,1.9,37.70773639,35.300859599,51.6,0.5,9.9,91.7,101.5,51.2,48.8,10.544412607,1.3180515759,1.4326647564,61.4
210,Patrik Berglund,28,C,STL,1.0526315789,0.5034324943,1.5560640732,-7,32,3.9,19,4,0,5,7,4,0,7.0022883295,15,15.99,0.512195122,1.8902439024,44.988558352,42.929061785,51.2,1.8,33.684210526,32.219679634,51.1,1.2,8,90.7,98.6,41.5,58.5,12.585812357,1.9679633867,1.0526315789,55.6
211,Boone Jenner,23,C,CBJ,0.8200455581,0.728929385,1.5489749431,14,52,4.1,16,0,2,4,15,1,0,9.6127562642,8.5,16.06,0.9756097561,2.6341463415,51.161731207,54.851936219,48.3,-2.8,37.403189066,39.088838269,48.9,-2,8.4,93.7,102.1,41.8,58.2,16.9476082,1.9134396355,0.9111617312,56.7
212,Brandon Sutter,27,C,VAN,0.6697307945,0.6697307945,1.339461589,-20,12,2.7,13,4,0,1,13,4,0,6.303348654,10.6,18.80,0.6543209877,0.962962963,36.953381484,43.099146422,46.2,-2.8,26.868023638,33.525935653,44.5,-3.5,7.1,91.2,98.3,43.8,56.2,10.676296783,1.2606697308,0.8273145108,58.7
213,Tobias Rieder,24,RW,ARI,0.6931407942,0.7797833935,1.4729241877,-8,6,3,13,2,1,1,13,4,1,6.714801444,10.3,17.31,0.475,0.3,42.151624549,50.42599278,45.5,0.5,32.187725632,38.729241877,45.4,1.3,6.1,93.1,99.2,39.2,60.8,11.9566787,1.4729241877,0.6498194946,56.2
214,Tyler Toffoli,24,C,LAK,0.9186602871,1.033492823,1.95215311,6,22,4.4,12,4,0,2,14,3,1,9.4736842105,9.7,16.59,0.0634920635,0.8571428571,51.90430622,39.330143541,56.9,3.1,38.411483254,29.56937799,56.5,3.1,7.9,90.7,98.6,59.3,40.7,18.488038278,1.0909090909,1.7799043062,51.2
215,Sean Couturier,24,C,PHI,0.690221857,0.9860312243,1.6762530813,12,33,3.9,14,0,0,2,17,2,1,5.9161873459,11.7,18.44,0.5303030303,0.6212121212,49.942481512,41.709120789,54.5,4,36.729663106,29.975349219,55.1,4.2,9.3,91.2,100.5,42.8,57.2,9.5645028759,2.2678718159,1.6269515201,61.3
220,Jason Chimera,37,LW,NYI,1.1204481793,0.7282913165,1.8487394958,1,40,4,19,0,1,2,13,0,0,6.7787114846,16.5,13.06,0.3658536585,1.8170731707,48.459383754,59.271708683,45,-3.4,36.470588235,43.585434174,45.6,-3,9.4,91.6,100.9,47.5,52.5,10.028011204,1.1204481793,1.4565826331,67
221,Gabriel Landeskog,24,LW,COL,0.798816568,0.6656804734,1.4644970414,-25,62,2.7,12,5,1,2,14,1,0,7.5,10.7,18.78,0.5694444444,1.9861111111,45.355029586,40.562130178,52.8,4.8,33.372781065,31.642011834,51.3,3.9,6.7,88.4,95.1,50.6,49.4,11.76035503,2.8846153846,1.5976331361,63.4
223,Christian Dvorak,20,LW,ARI,0.7389162562,0.8866995074,1.6256157635,7,22,3.6,13,2,0,1,15,3,0,4.3349753695,17,15.62,0.7179487179,0.9230769231,43.990147783,56.206896552,43.9,-1.9,32.118226601,43.497536946,42.5,-2.7,9.5,93.9,103.4,49.5,50.5,8.078817734,0.6896551724,0.7389162562,53.7
224,Devin Shore,22,C,DAL,0.6729939603,1.0353753236,1.7083692839,-4,14,2.8,12,1,0,0,15,5,0,5.9534081104,11.3,14.13,0.8658536585,0.5365853659,47.213114754,50.836928387,48.2,-2.7,34.685073339,35.772217429,49.2,-1.9,7.8,92.4,100.2,48.2,51.8,11.026747196,1.3459879206,1.2942191544,54
225,Radek Faksa,23,C,DAL,0.5564142195,0.9737248841,1.5301391036,-6,67,2.4,12,0,0,0,19,2,0,6.1205564142,9.1,16.18,0.775,1.2625,50.540958269,47.109737249,51.8,2.2,37.14064915,33.98763524,52.2,2.1,8.6,89.8,98.4,40.7,59.3,11.545595054,1.9938176198,1.6692426584,53
226,Jean-Gabriel Pageau,24,C,OTT,0.5442176871,0.9523809524,1.4965986395,13,24,3.4,12,0,0,2,19,0,2,7.664399093,7.1,16.13,0.9634146341,1.9634146341,43.718820862,51.655328798,45.8,-3.6,32.426303855,36.235827664,47.2,-2.3,8.7,93.7,102.3,41.3,58.7,11.700680272,1.1337868481,1.2244897959,65.5
229,Markus Granlund,23,C,VAN,0.9547738693,0.6532663317,1.608040201,-19,14,3.2,16,3,0,3,9,4,0,6.1306532663,15.6,17.30,0.1594202899,0.4637681159,44.522613065,42.613065327,51.1,3.7,31.708542714,33.115577889,48.9,2.3,7.2,89.4,96.6,51.4,48.6,11.055276382,1.6582914573,0.9045226131,55.5
230,Dylan Larkin,20,C,DET,0.7894736842,0.6965944272,1.4860681115,-28,37,2.3,11,5,1,1,13,2,0,8.26625387,9.6,16.15,0.275,0.8375,45.278637771,46.439628483,49.4,0.9,34.551083591,35.990712074,49,0.4,6.7,89.2,95.9,52.6,47.4,14.39628483,2.2755417957,2.3684210526,57.4
231,Zack Smith,28,C,OTT,0.7920792079,0.7920792079,1.5841584158,6,61,3.6,11,1,4,1,16,0,0,6.7821782178,11.7,16.38,0.5135135135,1.8918918919,47.128712871,46.930693069,50.1,2.9,33.613861386,33.613861386,50,2.2,7,92.6,99.6,49,51,12.128712871,1.5346534653,1.7326732673,55.9
232,Ryan Dzingel,24,LW,OTT,0.7210300429,0.9270386266,1.6480686695,7,30,3.5,12,1,1,1,16,2,0,6.3347639485,11.4,14.38,0.2592592593,0.8765432099,51.141630901,53.098712446,49.1,1.1,37.287553648,39.193133047,48.8,0.1,8.3,92.9,101.3,52.3,47.7,10.454935622,1.1845493562,1.2875536481,60.6
233,Leo Komarov,30,C,TOR,0.6,0.7714285714,1.3714285714,6,31,2.8,9,4,1,1,11,6,1,4.8857142857,12.3,17.07,0.6097560976,2.8292682927,43.671428571,45.557142857,48.9,-2.2,32.314285714,34.628571429,48.3,-2.2,10.7,91.2,101.9,36.4,63.6,7.6285714286,1.9714285714,1.0714285714,64
234,Matt Moulson,33,LW,BUF,0.8936170213,1.1489361702,2.0425531915,-4,10,3.5,3,11,0,2,11,7,0,8.5531914894,10.4,11.60,0.2222222222,0.4567901235,43.659574468,42.574468085,50.6,4,33.638297872,33,50.5,3.7,5.8,93.1,98.9,54.2,45.8,12.765957447,1.1489361702,0.7659574468,67
235,Andrew Ladd,31,LW,NYI,1.0935023772,0.3803486529,1.4738510301,-14,45,3.1,19,3,1,4,6,2,0,6.7511885895,16.2,16.18,0.6923076923,1.4358974359,45.927099842,51.299524564,47.2,-0.5,32.614896989,36.561014263,47.1,-1.1,8,90.7,98.7,52.2,47.8,13.169572108,1.7591125198,2.0443740095,51.3
236,Ryan Hartman,22,LW,CHI,1.175257732,0.7422680412,1.9175257732,13,70,4.2,18,1,0,4,12,0,0,10.515463918,11.2,12.76,0.3947368421,1.5921052632,56.412371134,50.412371134,52.8,2.6,41.75257732,36.804123711,53.1,3.6,8.3,93.4,101.7,51.5,48.5,16.144329897,2.2268041237,1.9175257732,65.1
237,Alexandre Burrows,35,LW,TOT,0.8189262966,0.8735213831,1.6924476797,3,62,3.6,14,1,0,2,15,0,1,7.8070973612,10.5,14.65,0.4533333333,0.9066666667,45.532302093,49.080982712,48.1,-2,33.739763421,36.797088262,47.8,-1.3,9.2,91.7,100.9,51.1,48.9,12.939035487,1.9108280255,1.0373066424,60.3
238,Calle Jarnkrok,25,C,NSH,0.7064364207,0.7535321821,1.4599686028,-1,25,2.9,12,2,1,1,12,2,2,6.3108320251,11.2,15.73,0.3580246914,0.6049382716,45.494505495,44.081632653,50.8,-0.5,32.778649922,32.307692308,50.4,-0.7,8.1,90.3,98.3,45.3,54.7,10.973312402,1.0832025118,1.0361067504,57.5
239,Matt Cullen,40,C,PIT,0.7784431138,1.0778443114,1.8562874251,4,30,2.9,9,2,2,2,16,2,0,5.5688622754,14,13.92,0.375,0.5,42.51497006,46.047904192,48,-2.7,32.395209581,32.51497006,49.9,-1.6,9,91.1,100.1,35.8,64.2,9.4011976048,1.1976047904,1.9161676647,60.5
240,Mike Cammalleri,34,LW,NJD,0.566572238,1.1898016997,1.7563739377,-9,21,2.8,9,1,0,3,12,9,0,8.045325779,7,17.36,0.2295081967,0.7213114754,42.039660057,45.269121813,48.2,1.5,31.104815864,34.674220963,47.3,-0.1,8.7,91.4,100.1,48.8,51.2,13.824362606,1.3597733711,1.8130311615,58.2
242,Jay Beagle,31,RW,WSH,0.7065217391,0.9239130435,1.6304347826,20,22,3.5,12,0,1,4,15,0,2,5.4347826087,13,13.63,0.5432098765,0.6790123457,37.173913043,44.619565217,45.4,-7.4,27.826086957,33.641304348,45.3,-7.2,11,94.7,105.6,31.1,68.9,8.5869565217,0.597826087,1.4130434783,63.3
243,Ryan Strome,23,RW,NYI,0.7738095238,1.0119047619,1.7857142857,-8,40,2.6,11,2,0,2,11,6,0,6.7857142857,11.4,14.61,0.3043478261,0.8550724638,42.202380952,49.642857143,45.9,-2.1,30.476190476,36.607142857,45.4,-3,7.8,92.1,99.9,44.7,55.3,12.083333333,1.9642857143,1.9047619048,56.2
246,Andreas Athanasiou,22,C,DET,1.252900232,0.7656612529,2.0185614849,-7,28,3.6,17,1,0,3,8,3,0,8.3526682135,15,13.47,0.328125,0.46875,44.547563805,48.027842227,48.1,-1,34.802784223,37.16937355,48.4,-0.5,9,90.9,99.9,62.1,37.9,16.426914153,1.1832946636,1.3225058005,50.8
247,Josh Anderson,22,RW,CBJ,1.0874200426,0.7675906183,1.855010661,12,89,4,17,0,0,3,12,0,0,7.6119402985,14.3,12.03,0.5128205128,1.8846153846,49.829424307,56.417910448,46.9,-4.1,37.739872068,42.025586354,47.3,-3.9,9.5,93.8,103.2,45.8,54.2,12.345415778,1.5991471215,1.0234541578,61.7
248,Adam Lowry,23,C,WPG,0.6838905775,0.6382978723,1.3221884498,1,52,2.4,10,5,0,1,9,4,1,5.5623100304,12.3,16.05,0.6829268293,2.6463414634,38.29787234,41.489361702,48,-1.8,28.905775076,31.003039514,48.2,-1.8,7.4,92.2,99.6,39.5,60.5,9.1185410334,1.3221884498,1.094224924,61
249,Andrew Shaw,25,C,MTL,0.6963249516,0.9864603482,1.6827852998,4,110,3,11,1,0,1,11,6,0,7.3694390716,9.4,15.21,0.5588235294,2.1617647059,53.965183752,44.042553191,55.1,3.9,38.239845261,31.914893617,54.5,3.3,7.9,92,99.9,48.6,51.4,12.823984526,1.6247582205,1.6827852998,57.5
250,Craig Smith,27,RW,NSH,0.667903525,0.9461966605,1.6141001855,7,30,3,10,2,0,1,16,1,0,8.6270871985,7.7,13.82,0.2051282051,1.1923076923,58.831168831,49.369202226,54.4,4.4,41.85528757,38.348794063,52.2,2.1,7.7,93.6,101.2,60.5,39.5,17.58812616,1.892393321,1.9480519481,48.7
251,Robby Fabbri,21,C,STL,0.8291457286,1.3567839196,2.1859296482,-16,27,2.5,7,4,0,0,13,5,0,6.8592964824,12.1,15.61,0.2745098039,1.2549019608,46.432160804,43.492462312,51.6,0.7,34.522613065,33.165829146,51,-0.3,8.4,87.9,96.2,62.1,37.9,12.060301508,1.5075376884,0.6030150754,56.9
252,Derek Ryan,30,C,CAR,0.6613226453,1.0821643287,1.7434869739,-8,22,2.6,6,4,1,3,14,4,0,4.3887775551,15.1,14.90,0.552238806,0.4925373134,47.49498998,45.871743487,50.9,0.1,33.066132265,34.388777555,49,-1.4,8.1,90.7,98.8,59,41,8.1763527054,1.9839679359,2.1643286573,53.7
254,Brendan Gallagher,24,RW,MTL,0.6211180124,1.1801242236,1.801242236,7,39,3,9,1,0,2,17,2,0,11.614906832,5.3,15.09,0.234375,1.078125,57.826086957,45.776397516,55.8,4.3,42.173913043,33.229813665,55.9,4.7,6.5,93.8,100.4,53.9,46.1,20.248447205,2.049689441,1.5527950311,57.4
255,Joel Ward,36,RW,SJS,0.4823151125,0.9163987138,1.3987138264,-2,30,2.2,7,1,2,2,17,2,0,5.0643086817,9.5,15.95,0.7179487179,0.7820512821,47.604501608,46.591639871,50.5,-1.1,33.762057878,32.990353698,50.6,-2.1,7.9,91.6,99.5,49.3,50.7,10.128617363,1.6398713826,2.5080385852,50
256,Chris Kunitz,37,LW,PIT,0.4904632153,1.0899182561,1.5803814714,0,36,1.9,9,0,0,3,15,5,0,7.3024523161,6.7,15.51,0.3943661972,3.0422535211,50.136239782,49.918256131,50.1,0,36.566757493,36.294277929,50.2,-1.5,7.3,92.8,100.1,57,43,11.989100817,1.3623978202,1.5258855586,60.9
258,Artturi Lehkonen,21,LW,MTL,1.0671936759,0.5928853755,1.6600790514,-1,8,3.4,15,2,1,3,8,2,0,9.3675889328,11.4,13.86,0.3424657534,0.9863013699,54.308300395,48.557312253,52.8,0.3,38.241106719,35.988142292,51.5,-1.1,7.5,91.9,99.4,44.5,55.5,16.541501976,1.4822134387,1.185770751,56.6
259,Bryan Rust,24,RW,PIT,1.1583011583,1.0038610039,2.1621621622,4,8,3.3,15,0,0,1,12,0,1,8.4942084942,13.6,13.63,0.5087719298,1.7719298246,55.521235521,53.127413127,51.1,1.7,41.544401544,39.691119691,51.1,0.2,9.4,91,100.4,51.7,48.3,14.44015444,1.38996139,1.2355212355,58.3
260,Nick Ritchie,21,LW,ANA,0.84,0.84,1.68,4,62,3.2,13,1,0,3,13,1,0,8.94,9.4,12.99,0.3116883117,3.2077922078,55.14,52.2,51.4,2.4,41.16,39.06,51.3,1.7,6.9,93.3,100.2,56.4,43.6,15.66,0.96,1.38,57.1
261,P.A. Parenteau,33,RW,TOT,0.7918781726,0.9137055838,1.7055837563,-18,35,2.5,9,4,0,2,11,4,0,7.4923857868,10.6,14.70,0.1343283582,0.8955223881,45.685279188,44.710659898,50.5,5.1,36,34.416243655,51.1,5.4,6.4,89.4,95.9,52.9,47.1,10.538071066,1.2791878173,1.8274111675,71.1
262,Jussi Jokinen,33,LW,FLA,0.5495420483,0.8492922565,1.3988343047,-15,39,1.9,6,4,1,2,11,6,0,5.8950874271,9.3,17.41,0.4782608696,0.4057971014,47.360532889,41.365528726,53.4,3.8,35.420482931,32.872606162,51.9,2.3,6.4,91,97.4,46.8,53.2,9.9417152373,1.3488759367,2.9475437136,59.3
263,Travis Konecny,19,C,PHI,0.6693711968,1.0344827586,1.7038539554,-2,49,2.7,8,3,0,0,16,1,0,8.093306288,8.3,14.09,0.3714285714,1.3142857143,52.393509128,52.028397566,50.2,-1.1,38.762677485,37.363083164,50.9,-0.9,8.1,91.6,99.7,55.6,44.4,14.30020284,1.5821501014,1.7038539554,57
264,Zach Hyman,24,C,TOR,0.438276114,0.7888970051,1.2271731191,2,30,1.8,6,0,4,3,18,0,0,6.8371073776,6.4,16.70,0.5243902439,1.3292682927,52.330168006,49.043097151,51.6,1.5,38.831263696,37.472607743,50.9,1.4,7.5,91.8,99.3,61.2,38.8,10.168005844,1.8407596786,1.0956902849,67.2
265,Vladislav Namestnikov,24,C,TBL,0.5484460695,0.987202925,1.5356489945,-4,31,2.2,7,3,0,0,14,3,1,6.252285192,8.8,14.78,0.4189189189,0.972972973,48.31809872,42.833638026,53,2.5,35.758683729,32.851919561,52.1,2.2,8.5,90,98.5,58,42,10.804387569,0.7678244973,1.4259597806,58.4
266,Tomas Plekanec,34,C,MTL,0.4573170732,0.8231707317,1.2804878049,10,24,2.4,5,3,2,3,14,4,0,6.3567073171,7.2,16.82,0.5769230769,0.7307692308,49.527439024,44.542682927,52.6,0,35.533536585,32.286585366,52.4,0,6.8,94.4,101.2,39.7,60.3,10.792682927,1.3719512195,1.3262195122,58.9
269,Antoine Vermette,34,C,ANA,0.4716157205,0.9956331878,1.4672489083,-7,42,2,4,5,0,1,13,6,0,4.6113537118,10.2,15.90,0.625,0.7083333333,44.069868996,46.742358079,48.5,-0.8,33.327510917,34.899563319,48.8,-0.8,7.6,91.7,99.4,43.7,56.3,8.4890829694,0.7336244541,1.4672489083,54.3
271,Nick Schmaltz,20,LW,CHI,0.4449938195,1.6316440049,2.0766378245,10,6,2.7,6,0,0,0,20,2,0,4.8949320148,9.1,13.26,0.4426229508,0.3278688525,49.542645241,50.65512979,49.4,-1.3,36.489493201,37.972805933,49,-1.8,8.9,94.4,103.3,57.5,42.5,9.4190358467,3.4116192831,1.6316440049,52
274,Jimmy Vesey,23,LW,NYR,0.8799266728,0.6049495875,1.4848762603,-13,26,2.2,11,5,0,6,8,3,0,6.3794683776,13.8,13.64,0.4625,0.8,42.841429881,52.575618698,44.9,-3.9,32.062328139,38.3868011,45.5,-4.4,7.8,91.3,99.2,48.8,51.2,11.769019248,2.4197983501,1.8698441797,54.2
275,Jarome Iginla,39,RW,TOT,0.694214876,0.6446280992,1.3388429752,-30,70,1.6,7,7,0,4,9,4,0,7.5867768595,9.2,15.13,0.2625,1.45,46.760330579,47.157024793,49.8,0.2,34.115702479,36.892561983,48,-1.7,5.6,89.9,95.5,51.6,48.4,13.041322314,1.1900826446,1.2892561983,58.6
276,Antoine Roussel,27,LW,DAL,0.7733619764,0.9667024705,1.7400644468,1,115,2.7,12,0,0,3,12,3,0,5.2846401719,14.6,15.52,0.75,1.15,50.912996778,42.728249194,54.4,6.2,36.86358754,30.483351235,54.7,6,10.1,88.9,99,42,58,10.440386681,1.0311493018,2.3845327605,50.6
277,Shane Doan,40,RW,ARI,0.3231597846,1.131059246,1.4542190305,-3,48,1.7,3,3,0,0,19,2,0,7.7558348294,4.2,15.05,0.2972972973,1.3648648649,49.60502693,54.183123878,47.8,3,35.92459605,42.226211849,46,1.5,7.3,93.7,101,42.6,57.4,12.818671454,1.4003590664,1.8312387792,60.1
280,Erik Haula,25,C,MIN,0.9045226131,0.6633165829,1.567839196,5,28,2.8,14,1,0,4,11,0,0,8.0804020101,11.2,13.82,0.5277777778,0.5416666667,51.316582915,48.603015075,51.4,2.1,39.316582915,36.422110553,51.9,2.1,8.1,91.7,99.9,54.8,45.2,12.663316583,1.4472361809,1.0854271357,63.8
281,Sam Bennett,20,C,CGY,0.6425041186,0.6425041186,1.2850082372,-16,75,1.6,9,4,0,0,12,0,1,6.0296540362,10.7,14.99,0.5679012346,1.5679012346,42.207578254,44.728171334,48.6,-2.5,31.18616145,32.915980231,48.7,-1.7,6.6,90.4,97,56.1,43.9,10.626029654,2.1252059308,1.2355848435,56.7
282,Mikkel Boedker,27,LW,SJS,0.5163511188,0.82616179,1.3425129088,0,10,2.1,9,0,1,2,15,1,0,6.2994836489,8.2,14.35,0.4197530864,0.8765432099,48.588640275,48.330464716,50.1,-1.4,35.731497418,34.492254733,50.9,-1.7,8.4,91.6,100,54.2,45.8,11.462994836,1.6006884682,1.9104991394,54.5
284,Scott Wilson,24,LW,PIT,0.5620608899,1.2646370023,1.8266978923,0,32,2,8,0,0,1,18,0,0,8.9227166276,6.3,10.95,0.3974358974,2.141025641,54.519906323,55.292740047,49.6,-0.2,41.803278689,39.274004684,51.6,0.9,8,91.5,99.5,41.6,58.4,15.035128806,1.4051522248,0.7728337237,59.3
287,Micheal Ferland,24,LW,CGY,1.023890785,0.6825938567,1.7064846416,-1,50,2.9,13,2,0,1,8,2,0,7.2354948805,14.2,11.57,0.3421052632,1.9605263158,51.126279863,52.218430034,49.5,-1.2,36.791808874,40.068259386,47.9,-2.7,8.2,92.2,100.4,50.4,49.6,11.740614334,2.457337884,2.5938566553,61.6
288,Brian Boyle,32,C,TOT,0.7983623337,0.7369498465,1.5353121801,3,66,2.7,10,3,0,2,9,3,0,8.045035824,9.9,13.03,0.5466666667,1.5333333333,46.182190379,41.699078813,52.6,1.5,35.987717503,31.87308086,53,3,8.2,92.1,100.4,42.5,57.5,13.265097236,1.3510747185,1.1668372569,60.6
289,Troy Brouwer,31,RW,CGY,0.65,0.6,1.25,-11,31,1.7,7,5,1,2,5,6,1,4.3,15.1,16.22,0.527027027,2.3108108108,36.8,46.1,44.4,-7.6,26.4,34.9,43.1,-8.8,7.8,92.2,100,53,47,7.65,1.1,1.5,56.9
290,Bobby Ryan,29,RW,OTT,0.8099688474,0.7476635514,1.5576323988,-3,24,2.5,11,2,0,0,9,3,0,6.9158878505,11.7,15.53,0.5806451613,1.7580645161,50.031152648,50.529595016,49.8,1.3,35.327102804,37.07165109,48.8,-0.1,8.6,91.4,100,51,49,14.205607477,1.6822429907,1.6822429907,48.7
291,Lars Eller,27,C,WSH,0.6394316163,0.6927175844,1.3321492007,15,36,2.6,11,0,1,2,12,1,0,6.1278863233,10.4,13.90,0.3703703704,0.8765432099,49.769094139,42.788632327,53.8,3.1,35.701598579,31.705150977,53,2.6,8.4,93.6,102,54.9,45.1,11.989342806,1.6518650089,1.7051509769,51.1
292,Daniel Winnik,31,LW,WSH,0.7741935484,0.8387096774,1.6129032258,15,49,3,10,0,2,3,13,0,0,5.2903225806,14.6,12.92,0.4722222222,0.3472222222,39.225806452,39.806451613,49.6,-2,28.838709677,29.35483871,49.6,-1.9,9.4,94.7,104.1,39.9,60.1,8.5806451613,1.935483871,1.935483871,61.7
293,Jordan Martinook,24,LW,ARI,0.5468102734,0.695940348,1.2427506214,-8,40,1.7,9,1,1,2,11,1,2,5.4183927092,10.1,15.68,0.8831168831,0.6493506494,43.396851698,50.952775476,46,1.4,33.355426678,38.425849213,46.5,3,7.4,91.9,99.3,40.2,59.8,9.8922949461,1.9884009942,1.043910522,54.8
